TOPIC: (privacy AND student)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, BKCI-S, BKCI-SSH, ESCI, CCR-EXPANDED, IC.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Understanding Student Rights in Schools: Speech, Religion, and Privacy in Educational Settings","Ross, Steven M.","","","","JOURNAL OF YOUTH AND ADOLESCENCE","JUL 2014","2014","43","7","","","","1203","1208","","10.1007/s10964-014-0134-7","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Collaboration in dual degree programs contributes something new to both fields","Boumil, Marcia M.","","","","JOURNAL OF PUBLIC HEALTH POLICY","MAY 2014","2014","35","2","","","","239","245","","10.1057/jphp.2014.1","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A silence that wants to be heard: suburban Korean American students in dialogue with invisibility","Coombs, Dawan; Park, Hye-Young; Fecho, Bob","","","","RACE ETHNICITY AND EDUCATION","MAR 2014","2014","17","2","","","","242","263","","10.1080/13613324.2012.725038","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Cyber Security Discovery Program: Hands-on Cryptography","Konak, Abdullah","","","","2014 IEEE INTEGRATED STEM EDUCATION CONFERENCE (ISEC)","2014","2014","","","","","","","","","","IEEE Integrated STEM Education Conference (ISEC)","MAR 08, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"An SVM Plait for Improving Affect Recognition in Intelligent Tutoring Systems","Janning, Ruth; Schatten, Carlotta; Schmidt-Thieme, Lars; Backfried, Gerhard; Pfannerer, Norbert","","","","2014 IEEE 26TH INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE (ICTAI)","2014","2014","","","","","","202","209","","10.1109/ICTAI.2014.38","26th IEEE International Conference on Tools with Artificial Intelligence (ICTAI)","NOV 10-12, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INFORMATION ETHICS AT THE UNIVERSITY OF ECONOMICS IN PRAGUE","Sigmund, Tomas; Pavlickova, Jarmila","","","Houska, M; Krejci, I; Flegl, M","EFFICIENCY AND RESPONSIBILITY IN EDUCATION 2014","2014","2014","","","","","","712","719","","","11th International Conference on Efficiency and Responsibility in Education","JUN 05-06, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Participation/Collaboration Pattern: Perspectives of Trust and Security Risks","Hina, Sadaf; Oxley, Alan","","","","2014 INTERNATIONAL CONFERENCE ON COMPUTER AND INFORMATION SCIENCES (ICCOINS)","2014","2014","","","","","","","","","","International Conference on Computer and Information Sciences (ICCOINS)","JUN 03-05, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Task-based Teaching Activity Design of English Writing Courses for EFL Students in the Blended Learning Environment","Tang, Xian","","","Lee, G","2014 4TH INTERNATIONAL CONFERENCE ON APPLIED SOCIAL SCIENCE (ICASS 2014), PT 2","2014","2014","52","","","","","520","525","","","4th International Conference on Applied Social Science (ICASS)","MAR 20-21, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If I Do Not Like Your Online Profile I Will Not Hire You!","Lorenz, Birgy; Kikkas, Kaido","","","Zaphiris, P; Ioannou, A","LEARNING AND COLLABORATION TECHNOLOGIES: TECHNOLOGY-RICH ENVIRONMENTS FOR LEARNING AND COLLABORATION, PT II","2014","2014","8524","","","","","429","439","","","1st International Conference on Learning and Collaboration Technologies (LCT)","JUN 22-27, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Comparison of United States and China Social Networks: Take Facebook vs. Renren Users for Instance","Yao, Li-quan","","","","INTERNATIONAL CONFERENCE ON COMPUTER, NETWORK SECURITY AND COMMUNICATION ENGINEERING (CNSCE 2014)","2014","2014","","","","","","422","425","","","1st International Conference on Computer, Network Security and Communication Engineering (CNSCE)","FEB 22-23, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Security considerations and two-factor authentication opportunities in e-learning environments","Marton, G.; David, A.","","","","12TH IEEE INTERNATIONAL CONFERENCE ON EMERGING ELEARNING TECHNOLOGIES AND APPLICATIONS (ICETA 2014)","2014","2014","","","","","","319","323","","","12th IEEE International Conference on Emerging eLearning Technologies and Applications (ICETA)","DEC 04-05, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ethical Concerns of Unmanned and Autonomous Systems in Engineering Programs","Stansbury, Richard S.; Olds, Joshua Lloyd; Coyle, Eric Joe","","","","2014 ASEE ANNUAL CONFERENCE","2014","2014","","","","","","","","","","ASEE Annual Conference","JUN 15-18, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adoption of Accountable-eHealth Systems by Future Healthcare Professionals An empirical research model based on the Australian context","Gajanayake, Randike; Iannella, Renato; Sahama, Tony","","","","2014 IEEE 16TH INTERNATIONAL CONFERENCE ON E-HEALTH NETWORKING, APPLICATIONS AND SERVICES (HEALTHCOM)","2014","2014","","","","","","495","499","","","16th IEEE International Conference on e-Health Networking, Applications and Services (Healthcom)","OCT 15-18, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Increasing 11th Grader's Interest in STEM Majors via a NAE Grand Challenge: Securing Cyberspace-Themed Project","Fehlinger, Donald, Jr.; Ward, J.; Fontecchio, A.","","","","2014 IEEE FRONTIERS IN EDUCATION CONFERENCE (FIE)","2014","2014","","","","","","","","","","IEEE Frontiers in Education Conference (FIE)","OCT 22-25, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Students' Data Privacy: How Far it is Protected?","","","","","2014 INTERNATIONAL CONFERENCE ON INTERACTIVE COLLABORATIVE LEARNING (ICL)","2014","2014","","","","","","619","622","","","Proceedings 2014 International Conference on Interactive Collaborative Learning (ICL)","DEC 04-06, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mobile Learning Security Concerns from University Students' Perspectives","Shonola, Shaibu Adekunle; Joy, Mike S.","","","","2014 International Conference on Interactive Mobile Communication Technologies and Learning (IMCL)","2014","2014","","","","","","165","172","","","International Conference on Interactive Mobile Communication Technologies and Learning (IMCL)","NOV 13-14, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Selectively Anonymous Rankings: Design, Analysis and Impact on Computer Science Students","Spacey, Simon","","","","2014 INTERNATIONAL CONFERENCE ON TEACHING, ASSESSMENT AND LEARNING (TALE)","2014","2014","","","","","","198","205","","","International Conference on Teaching, Assessment and Learning (TALE)","DEC 08-10, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evolution of Mobile Device Use in Clinical Settings","Brooks, Robert; Creazzo, Jeannine","","","Bernhardt, BR; Hinds, LH; Strauch, KP","CHARLESTON CONFERENCE PROCEEDINGS 2014: THE IMPORTANCE OF BEING EARNEST","2014","2014","","","","","","333","335","","10.5703/1288284315588","34th Charleston Conference Proceedings","NOV 05-08, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"UTILIZATION OF QUICK RESPONSE CODES IN EDUCATION","Hronova, Stepanka","","","Beseda, J; Machat, Z","DISCO 2014: MEDIA LITERACY EDUCATION FROM PUPIL TO LIFELONG LEARNING","2014","2014","","","","","","234","242","","","DisCo 9th International Conference on Media Literacy Education from Pupils to Lifelong Learning","JUN 23-25, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTERNET SECURITY AND EFFECTIVE INFORMATION SEARCHES IN EDUCATIONAL PROJECT NETWORKS BASED ON THE DEVELOPMENT OF DIGITAL COMPETENCE","Lopez Garcia, Camino; Sanchez Gomez, Ma Cruz","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN14: 6TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2014","2014","","","","","","3002","3008","","","6th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 07-09, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"USING E-LEARNING TO ENHANCE STUDENT EXPERIENCE","Awad, M.; Qazbak, F.; Kettaneh, A.; Al-Haddad, M.","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN14: 6TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2014","2014","","","","","","3094","3099","","","6th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 07-09, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TECHNOLOGICAL TENDENCIES IN HIGHER EDUCATION","Oliver, Javier; Garcia, Begona","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN14: 6TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2014","2014","","","","","","5542","5545","","","6th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 07-09, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Lay Flat Urban Block Camden, London, 1965-1973","Sempere Sanchez, Luz","","","","I INTERNATIONAL CONFERENCE ON ARCHITECTURAL DESIGN & CRITICISM (CRITIC-ALL)","2014","2014","","","","","","1032","1039","","","1st International Conference on Architectural Design and Criticism (Critic-All)","JUN 12-14, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TOWARDS CUSTOMISING A THEORETICAL FRAMEWORK FOR APPLYING ETHICAL PRINCIPLES TO INFORMATION LITERACY","Rahanu, Harjinder; Georgiadou, Elli","","","Chova, LG; Martinez, AL; Torres, IC","ICERI2014: 7TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION","2014","2014","","","","","","4779","4788","","","7th International Conference of Education, Research and Innovation (ICERI)","NOV 17-19, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LEARNING COMMUNITIES AND DIGITAL CITIZENSHIP IN ONLINE AFFINITY SPACES: THE PROMISE AND THE PERIL","Howard, P.","","","Chova, LG; Martinez, AL; Torres, IC","INTED2014: 8TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2014","2014","","","","","","5658","5658","","","8th International Technology, Education and Development Conference (INTED)","MAR 10-12, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"THE SOUTH-WEST EXPERIENCE OF WATER, SANITATION AND HYGIENE (WaSH) PROGRAM IN EDUCATIONAL INSTITUTIONS IN NIGERIA: THE NEED FOR POLICY IMPLEMENTATION","Olukanni, David O.","","","Chova, LG; Martinez, AL; Torres, IC","INTED2014: 8TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2014","2014","","","","","","6424","6433","","","8th International Technology, Education and Development Conference (INTED)","MAR 10-12, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Development of a Web Based Aboriginal Virtual Patient System for training Medical Students","Oladosu, John B.; Esan, Adebimpe O.; Olabiyisi, Stephen O.; Oyeleye, Christopher A.; Fagbola, Tayo","","","Misra, S; Ayo, C; Omoregbe, N; Odusote, B; Adewumi, A","PROCEEDINGS OF THE 2014 IEEE 6TH INTERNATIONAL CONFERENCE ON ADAPTIVE SCIENCE AND TECHNOLOGY (ICAST 2014)","2014","2014","","","","","","","","","","6th IEEE International Conference on Adaptive Science and Technology (ICAST)","OCT 29-31, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Book 'em?: Navigating Student Privacy, Disability, and Civil Rights and School Safety in the Context of School-Police Cooperation","Daggett, Lynn M.","","","","URBAN LAWYER","WIN 2013","2013","45","1","","","","203","233","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Multisource feedback analysis of pediatric outpatient teaching","Tiao, Mao-Meng; Huang, Li-Tung; Huang, Ying-Hsien; Tang, Kuo-Shu; Chen, Chih-Jen","","","","BMC MEDICAL EDUCATION","NOV 1 2013","2013","13","","","","","","","145","10.1186/1472-6920-13-145","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Analysis of Entrance Knowledge for Economic Education - University of Economics, Prague Case","Doucek, Petr; Maryska, Milos","","","Lee, G","2013 THE FOURTH INTERNATIONAL CONFERENCE ON INFORMATION, COMMUNICATION AND EDUCATION APPLICATION (ICEA 2013), PT 1","2013","2013","30","","","","","254","260","","","4th International Conference on Information, Communication and Education Application (ICEA)","NOV 01-02, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PSYCHOMETRIC PROPETIES OF THE SLOVAK VERSION OF ERI (ENVIRONMENTAL RESPONSE INVENTORY)","Podmajerska, Maria","","","Neusar, A; Charvat, M; Dolejs, M; Janeckova, D; Prochazka, R","PHD EXISTENCE III - CESKO-SLOVENSKA PSYCHOLOGICKA KONFERENCE (NEJEN) PRO DOKTORANDY A DOKTORANDECH","2013","2013","","","","","","109","120","","","PhD Existence III - Czech-Slovak Psychological Conference","MAY 20-21, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Effects of Educational Reform on University Freshmen ICT Competence","Wong, Kelvin C. K.; Cheung, William K.","","","Luo, Q; Zhang, T","2013 INTERNATIONAL CONFERENCE ON EDUCATION AND EDUCATIONAL RESEARCH (EER 2013)","2013","2013","1","","","","","179","183","","","International Conference on Education and Educational Research (EER)","AUG 11-12, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lessons in Submission? The Societal Impacts of Surveillance Schools","Taylor, Emmeline","","","","SURVEILLANCE SCHOOLS: SECURITY, DISCIPLINE AND CONTROL IN CONTEMPORARY EDUCATION","2013","2013","","","","","","61","78","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Perception and Use of Social Networking Sites among Undergraduate Students in Kuwait","Hamade, Samir N.","","","Latifi, S","PROCEEDINGS OF THE 2013 10TH INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY: NEW GENERATIONS","2013","2013","","","","","","439","444","","10.1109/ITNG.2013.67","10th International Conference on Information Technology - New Generations (ITNG)","APR 15-17, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Back to the Future: Advanced Control Techniques Justify-on a New Level-Traditional Education Practices","Kosheleva, Olga; Villaverde, Karen; Cabrera, Sergio D.","","","Pedrycz, W; Reformat, MZ","PROCEEDINGS OF THE 2013 JOINT IFSA WORLD CONGRESS AND NAFIPS ANNUAL MEETING (IFSA/NAFIPS)","2013","2013","","","","","","460","464","","","Joint World Congress of the International-Fuzzy-Systems-Association (IFSA) / Annual Meeting of the North-American-Fuzzy-Information-Processing-Society (NAFIPS)","JUN 24-28, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Impact of Service Quality Perceived Risk, Perceived Privacy and Security and Perceived Trust on Technology Acceptance Model: An Empirical Study based on Online Banking Sector of Pakistan","Zaman, Sameera; Khawaja, Kausar Fiaz; Waqar, Saad","","","","2013 2ND NATIONAL CONFERENCE ON INFORMATION ASSURANCE (NCIA)","2013","2013","","","","","","89","94","","","2nd National Conference on Information Assurance (NCIA)","DEC 11-12, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Privacy Enhancing Proxies in Attribute Releases: Two Approaches","Hiroyuki, Sato; Yasuo, Okabe; Takeshi, Nishimura; Kazutsuna, Yamaji; Motonori, Nakamura","","","","2013 IEEE 37TH ANNUAL COMPUTER SOFTWARE AND APPLICATIONS CONFERENCE WORKSHOPS (COMPSACW)","2013","2013","","","","","","379","384","","10.1109/COMPSACW.2013.65","IEEE 37th Annual Computer Software and Applications Conference (COMPSAC)","JUL 22-26, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"QUALITY AND EFFICIENCY IN TEENAGER'S SEXUAL EDUCATION. ONLINE LEARNING AND FACE TO FACE LEARNING","Simigiu, Aurora","","","Roceanu, I; Beligan, D; Ciolan, L; Radu, C","QUALITY AND EFFICIENCY IN E-LEARNING, VOL 1","2013","2013","","","","","","45","50","","","9th International Conference eLearning and Software for Education","APR 25-26, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Privacy and Identity Management in Social Media: Driving Factors for Identity Hiding","Smala, Simone; Al-Shehri, Saleh","","","","RESEARCH PERSPECTIVES AND BEST PRACTICES IN EDUCATIONAL TECHNOLOGY INTEGRATION","2013","2013","","","","","","304","320","","10.4018/978-1-4666-2988-2.ch016","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PETs at CSCL Service: Underutilised Potentials for Privacy Enhancing Distance Education","Bourimi, Mohamed; Kesdogan, Dogan; Heupel, Marcel; Abou-Tair, Dhiah el Diehn I.; Lambropoulos, Niki","","","","JOURNAL OF UNIVERSAL COMPUTER SCIENCE","2013","2013","19","7","","","","912","931","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Awareness Toward Wireless Security Policy: Case Study of International Islamic University Malaysia","Fatani, Hanan A.; Zamzami, Ikhlas F.; Aydin, Muhammed; Aliyu, Mansur","","","","2013 5TH INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION TECHNOLOGY FOR THE MUSLIM WORLD (ICT4M)","2013","2013","","","","","","","","","","5th International Conference on Information and Communication Technology for the Muslim World (ICT4M)","MAR 26-27, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SECURITY AND PRIVACY IN ON-LINE LEARNING: CASE STUDY FROM SERBIA","Milosevic, Marjan; Krneta, Radojka; Milosevic, Danijela","","","","METALURGIA INTERNATIONAL","2013","2013","18","","","","4","85","88","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hiding Behind Ivory Towers: Penalizing Schools That Improperly Invoke Student Privacy To Suppress Open Records Requests","Silverblatt, Rob","","","","GEORGETOWN LAW JOURNAL","JAN 2013","2013","101","2","","","","493","517","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Security and Collaborative Groupware Tools in Education A Case Study at the University of Bahrain","AlAdraj, Resala; Joy, Mike","","","","2013 FOURTH INTERNATIONAL CONFERENCE ON E-LEARNING "BEST PRACTICES IN MANAGEMENT, DESIGN AND DEVELOPMENT OF E-COURSES: STANDARDS OF EXCELLENCE AND CREATIVITY","2013","2013","","","","","","421","426","","","4th International Conference on e-Learning Best Practices in Management, Design and Development of e-Courses - Standards of Excellence and Creativity","MAY 07-09, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRELIMINARY RESULTS OF THE APPLICATION OF COLLABORATIVE SELF-ASSESSMENT E-LEARNING INNOVATIVE STRATEGIES IN HEALTH SCIENCES","Morales Gomez, P.; Fernandez-Ruiz, V.; Garcia-Herrera, P.; Perez-Olleros Conde, L.; Sanchez-Mata, M. C.; Perez Rodriguez, M. L.; Matallana Gonzalez, M. C.; Torija Isasa, E.; Camara Hurtado, M.","","","Chova, LG; Martinez, AL; Torres, IC","6TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI 2013)","2013","2013","","","","","","2388","2394","","","6th International Conference on Education, Research and Innovation (ICERI)","NOV 18-20, 2013","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
